,DR_NO,DATE OCC,TIME OCC,AREA,AREA NAME,Crm Cd,Crm Cd Desc,Vict Age,Vict Sex,LOCATION,LAT,LON
7204,201105434,2020-02-01,2330,11,Northeast,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",54,M,2800 W  SUNSET                       BL,34.0808,-118.2655
7205,201806631,2020-02-14,2300,18,Southeast,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",20,M,700 W  IMPERIAL                     HY,33.931,-118.287
7206,201405819,2020-01-31,20,14,Pacific,805,PIMPING,23,F,CENTURY,33.9455,-118.38
7207,210307081,2020-08-26,1,3,Southwest,354,THEFT OF IDENTITY,53,F,3000    12TH                         AV,34.0261,-118.3317
7208,201605642,2020-02-06,2200,16,Foothill,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),49,F,9900    SATICOY                      ST,34.2085,-118.3464
7209,202006448,2020-02-13,1924,20,Olympic,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,X,2400 W  PICO                         BL,34.0473,-118.2891
7210,200510400,2020-06-09,830,5,Harbor,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",47,M,25600    BELLE PORTE                  AV,33.7915,-118.3011
7211,200408565,2020-05-06,702,4,Hollenbeck,440,THEFT PLAIN - PETTY ($950 & UNDER),30,M,3600 E  OLYMPIC                      BL,34.0188,-118.201
7212,201410393,2020-05-03,1625,14,Pacific,624,BATTERY - SIMPLE ASSAULT,45,F,4000    EAST                         BL,34.0008,-118.4204
7213,201910869,2020-06-13,200,19,Mission,510,VEHICLE - STOLEN,0,nan,14600    NORDHOFF                     ST,34.2389,-118.4536
7214,201913360,2020-08-16,1545,19,Mission,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",24,F,TUPPER,34.2391,-118.4562
7215,201615658,2020-12-14,245,16,Foothill,330,BURGLARY FROM VEHICLE,18,M,10800    PENROSE                      ST,34.2323,-118.3651
7216,201217582,2020-07-31,1300,12,77th Street,310,BURGLARY,31,M,6200 S  VAN NESS                     AV,33.9818,-118.3177
7217,200517367,2020-12-02,2155,5,Harbor,901,VIOLATION OF RESTRAINING ORDER,32,F,600 W  12TH                         ST,33.7333,-118.2906
7218,200511258,2020-06-30,2300,5,Harbor,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,38,F,23400    PRESIDENT                    AV,33.8129,-118.3071
7219,200511404,2020-07-04,1605,5,Harbor,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),21,M,HARBOR,33.7294,-118.2798
7220,200310788,2020-05-03,1410,3,Southwest,626,INTIMATE PARTNER - SIMPLE ASSAULT,19,M,1000 W  39TH                         ST,34.0155,-118.2915
7221,202117401,2020-12-17,1442,21,Topanga,440,THEFT PLAIN - PETTY ($950 & UNDER),24,F,5800    SERRANIA                     AV,34.1762,-118.5884
7222,201813486,2020-04-10,2100,18,Southeast,624,BATTERY - SIMPLE ASSAULT,25,F,10600 S  MAIN                         ST,33.9398,-118.2739
7223,201819319,2020-10-22,1030,18,Southeast,624,BATTERY - SIMPLE ASSAULT,30,M,400 W  95TH                         ST,33.9501,-118.2805
7224,200617396,2020-10-30,100,6,Hollywood,440,THEFT PLAIN - PETTY ($950 & UNDER),0,X,7900 W  SUNSET                       BL,34.098,-118.3623
7225,211006986,2020-12-17,1200,10,West Valley,354,THEFT OF IDENTITY,61,M,5500    CORBIN                       AV,34.1708,-118.5623
7226,201608742,2020-05-03,525,16,Foothill,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,64,F,LAUREL CANYON                BL,34.2528,-118.4258
7227,201218571,2020-08-10,1730,12,77th Street,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),49,F,2100 W  94TH                         ST,33.9512,-118.3145
7228,210507569,2020-12-01,900,5,Harbor,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",23,M,23900    BANNING                      BL,33.7948,-118.2694
7229,201224050,2020-11-06,2250,12,77th Street,251,SHOTS FIRED AT INHABITED DWELLING,0,X,600 W  61ST                         ST,33.9842,-118.2856
7230,201212928,2020-05-17,210,12,77th Street,121,"RAPE, FORCIBLE",14,F,1200 W  65TH                         PL,33.9799,-118.2958
7231,201222697,2020-10-15,1500,12,77th Street,237,CHILD NEGLECT (SEE 300 W.I.C.),5,M,7100    10TH                         AV,33.9751,-118.328
7232,201317189,2020-09-16,1805,13,Newton,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),52,F,200 E  45TH                         ST,34.0029,-118.2718
7233,200907120,2020-03-08,1653,9,Van Nuys,237,CHILD NEGLECT (SEE 300 W.I.C.),2,M,6400 N  SEPULVEDA                    BL,34.1938,-118.4702
7234,200109947,2020-04-01,1800,1,Central,626,INTIMATE PARTNER - SIMPLE ASSAULT,34,M,500 N  BROADWAY,34.058,-118.241
7235,201117133,2020-12-29,1400,11,Northeast,510,VEHICLE - STOLEN,0,nan,5600    IRVINGTON                    PL,34.1152,-118.1962
7236,200119571,2020-10-12,2210,1,Central,354,THEFT OF IDENTITY,34,M,900    WHITE KNOLL                  DR,34.0671,-118.2483
7237,201509565,2020-05-04,1030,15,N Hollywood,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",46,M,11300    VANOWEN                      ST,34.194,-118.3768
7238,201820668,2020-11-17,250,18,Southeast,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),22,F,100 E  118TH                        PL,33.9256,-118.2739
7239,200808708,2020-04-25,640,8,West LA,946,OTHER MISCELLANEOUS CRIME,38,M,2200    LINDA FLORA                  DR,34.1126,-118.4647
7240,201504363,2020-01-01,420,15,N Hollywood,330,BURGLARY FROM VEHICLE,31,F,6700    LAURELGROVE                  AV,34.1922,-118.4008
7241,201321385,2020-12-17,2300,13,Newton,510,VEHICLE - STOLEN,0,nan,1300 E  21ST                         ST,34.0221,-118.2519
7242,201517087,2020-10-29,2020,15,N Hollywood,354,THEFT OF IDENTITY,49,F,11100    WEDDINGTON                   ST,34.167,-118.3748
7243,201910089,2020-05-22,1,19,Mission,480,BIKE - STOLEN,30,F,15000    PARTHENIA                    ST,34.2282,-118.4592
7244,200805758,2020-02-10,300,8,West LA,210,ROBBERY,27,M,SANTA MONICA,34.049,-118.4402
7245,202112377,2020-08-05,200,21,Topanga,901,VIOLATION OF RESTRAINING ORDER,45,F,22900    SCHOOLCRAFT                  ST,34.1968,-118.6277
7246,201714672,2020-10-18,736,17,Devonshire,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,X,11100    BALBOA                       BL,34.2757,-118.5144
7247,201013142,2020-09-16,1800,10,West Valley,624,BATTERY - SIMPLE ASSAULT,73,M,17200    LEADWELL                     ST,34.2039,-118.5098
7248,201707242,2020-02-24,1200,17,Devonshire,354,THEFT OF IDENTITY,39,M,9800    RESEDA                       BL,34.2482,-118.5361
7249,200506968,2020-03-09,1700,5,Harbor,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,nan,1200    SANFORD                      AV,33.7874,-118.2507
7250,202012894,2020-08-01,2030,20,Olympic,624,BATTERY - SIMPLE ASSAULT,30,M,900 S  OXFORD                       AV,34.0545,-118.3078
7251,202017982,2020-12-03,1900,20,Olympic,510,VEHICLE - STOLEN,0,nan,900 S  GRAMERCY                     PL,34.0544,-118.3132
7252,210206373,2020-10-26,46,2,Rampart,438,RECKLESS DRIVING,0,X,6TH                          ST,34.058,-118.2715
7253,201913934,2020-08-16,300,19,Mission,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",13,F,8000    CANTALOUPE                   AV,34.2163,-118.4338
7254,200312995,2020-06-21,1910,3,Southwest,510,VEHICLE - STOLEN,0,nan,3600    COLISEUM                     PL,34.0165,-118.3365
7255,200511738,2020-07-12,1050,5,Harbor,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",59,M,500 W  39TH                         ST,33.7087,-118.2879
7256,201205711,2020-01-24,2300,12,77th Street,623,BATTERY POLICE (SIMPLE),0,X,SLAUSON                      AV,33.9892,-118.3024
7257,201614397,2020-11-01,1730,16,Foothill,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,6,F,7900    FOOTHILL                     BL,34.2596,-118.3052
7258,201707354,2020-03-15,600,17,Devonshire,310,BURGLARY,0,X,9900    CANOGA                       AV,34.25,-118.5973
7259,200811834,2020-07-12,2230,8,West LA,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",34,F,2200    SAN YSIDRO                   DR,34.1114,-118.4245
7260,200313933,2020-07-09,440,3,Southwest,421,THEFT FROM MOTOR VEHICLE - ATTEMPT,51,M,2300 W  29TH                         PL,34.0282,-118.3177
7261,201805059,2020-01-20,1700,18,Southeast,624,BATTERY - SIMPLE ASSAULT,12,M,8700 S  MAIN                         ST,33.9591,-118.2739
7262,200714734,2020-10-07,1830,7,Wilshire,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),19,M,8500    BEVERLY                      BL,34.0761,-118.3772
7263,200817912,2020-12-24,1420,8,West LA,624,BATTERY - SIMPLE ASSAULT,51,F,15200    PALISADES VILLAGE            LN,34.0467,-118.5242
7264,200213679,2020-08-04,2100,2,Rampart,648,ARSON,0,M,1200 W  7TH                          ST,34.0515,-118.2658
7265,201314797,2020-07-31,1630,13,Newton,626,INTIMATE PARTNER - SIMPLE ASSAULT,24,F,200 W  VERNON                       AV,34.0075,-118.2775
7266,201316917,2020-09-13,1610,13,Newton,210,ROBBERY,0,X,4000 S  MAIN                         ST,34.0075,-118.2775
7267,200409703,2020-06-10,1700,4,Hollenbeck,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,M,3000 N  BROADWAY,34.0737,-118.2104
7268,200113247,2020-06-10,2145,1,Central,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,X,400 S  BROADWAY,34.0495,-118.2494
7269,201208475,2020-03-04,1,12,77th Street,122,"RAPE, ATTEMPTED",44,F,GAGE                         AV,33.9824,-118.2827
7270,201205614,2020-01-22,1026,12,77th Street,860,BATTERY WITH SEXUAL CONTACT,50,F,5900 S  ST ANDREWS                   PL,33.9862,-118.3111
7271,200512884,2020-08-07,2000,5,Harbor,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,nan,1200    MCDONALD                     AV,33.7866,-118.2715
7272,201224278,2020-11-11,1130,12,77th Street,510,VEHICLE - STOLEN,0,nan,200 E  80TH                         ST,33.967,-118.2717
7273,201305119,2020-01-19,1600,13,Newton,510,VEHICLE - STOLEN,0,nan,3200    BOAZ                         ST,34.0146,-118.253
7274,201311650,2020-05-30,1619,13,Newton,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",60,F,SAN PEDRO                    ST,34.0198,-118.2624
7275,200320569,2020-04-01,1200,3,Southwest,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",16,F,2900    HAUSER                       BL,34.0279,-118.3644
7276,200807713,2020-03-26,340,8,West LA,510,VEHICLE - STOLEN,0,nan,11300 W  OLYMPIC                      BL,34.0378,-118.4419
7277,200407877,2020-04-15,1700,4,Hollenbeck,330,BURGLARY FROM VEHICLE,49,M,4200    VIA ARBOLADA,34.096,-118.185
7278,201709708,2020-06-04,130,17,Devonshire,624,BATTERY - SIMPLE ASSAULT,34,F,PARTHENIA                    ST,34.2283,-118.5383
7279,200715314,2020-10-25,1700,7,Wilshire,310,BURGLARY,58,M,300 S  SYCAMORE                     AV,34.0669,-118.3429
7280,201318723,2020-10-19,2030,13,Newton,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",66,M,7000 S  MAIN                         ST,33.9786,-118.2761
7281,200118585,2020-09-28,105,1,Central,510,VEHICLE - STOLEN,0,nan,200 S  HOPE                         ST,34.0555,-118.2507
7282,201607597,2020-03-26,1330,16,Foothill,310,BURGLARY,49,M,10900    TELFAIR                      AV,34.2681,-118.4303
7283,200711402,2020-06-16,150,7,Wilshire,354,THEFT OF IDENTITY,33,M,1100 S  TREMAINE                     AV,34.0531,-118.3391
7284,200314341,2020-07-02,900,3,Southwest,330,BURGLARY FROM VEHICLE,32,F,2900    2ND                          AV,34.029,-118.3188
7285,201516756,2020-10-25,1730,15,N Hollywood,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",22,M,5200    VINELAND                     AV,34.1649,-118.3703
7286,201715042,2020-11-01,1922,17,Devonshire,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,X,11100    BALBOA                       BL,34.2757,-118.5144
7287,201116385,2020-12-01,1106,11,Northeast,354,THEFT OF IDENTITY,62,F,300 N  AVENUE 52,34.1085,-118.2011
7288,202008453,2020-04-08,1500,20,Olympic,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",39,F,3800    WILSHIRE                     BL,34.0617,-118.3091
7289,201505292,2020-01-08,1425,15,N Hollywood,354,THEFT OF IDENTITY,34,F,12800    VENTURA                      BL,34.1448,-118.4117
7290,201208356,2020-03-02,700,12,77th Street,940,EXTORTION,21,M,400 W  66TH                         ST,33.9798,-118.2813
7291,201220636,2020-09-13,540,12,77th Street,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),27,F,5400 S  FIGUEROA                     ST,33.9923,-118.287
7292,201008711,2020-04-19,1100,10,West Valley,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,56,M,16800    VANOWEN                      ST,34.1939,-118.4989
7293,201510158,2020-05-16,1525,15,N Hollywood,626,INTIMATE PARTNER - SIMPLE ASSAULT,42,F,TUJUNGA                      AV,34.1576,-118.379
7294,201320131,2020-04-20,1200,13,Newton,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0,X,2400 S  BROADWAY,34.0263,-118.2692
7295,200315155,2020-08-02,530,3,Southwest,900,VIOLATION OF COURT ORDER,34,F,PALMWOOD                     AV,34.0142,-118.3446
7296,200916809,2020-11-03,2025,9,Van Nuys,625,OTHER ASSAULT,37,M,7100 N  SEPULVEDA                    BL,34.1938,-118.4702
7297,200508783,2020-04-27,335,5,Harbor,434,FALSE IMPRISONMENT,16,F,1300 E  DENNI                        ST,33.7852,-118.2477
7298,201817137,2020-09-13,1725,18,Southeast,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",25,M,110TH                        ST,33.9352,-118.239
7299,200906671,2020-02-28,915,9,Van Nuys,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),58,F,7300    LENNOX                       AV,34.203,-118.4458
7300,201421866,2020-11-07,1640,14,Pacific,354,THEFT OF IDENTITY,67,F,12800    RUBENS                       AV,33.9849,-118.4284
7301,200105631,2020-01-24,730,1,Central,624,BATTERY - SIMPLE ASSAULT,52,F,1100 S  MAIN                         ST,34.0391,-118.2581
7302,201914013,2020-09-01,800,19,Mission,510,VEHICLE - STOLEN,0,nan,FENTON                       AV,34.3181,-118.4313
7303,201518172,2020-11-30,1500,15,N Hollywood,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",68,M,12000    CREST                        CT,34.1239,-118.3995
7304,200808812,2020-04-28,1115,8,West LA,888,TRESPASSING,66,F,1400 S  SHENANDOAH                   ST,34.0539,-118.3817
7305,201511159,2020-06-12,55,15,N Hollywood,888,TRESPASSING,0,X,LANKERSHIM,34.1425,-118.3643
7306,201514571,2020-08-29,1200,15,N Hollywood,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",14,M,6400    CAMELLIA                     AV,34.1867,-118.3823
7307,200817929,2020-12-26,42,8,West LA,310,BURGLARY,0,X,11300    SANTA MONICA                 BL,34.0463,-118.449
7308,201413271,2020-06-26,2200,14,Pacific,310,BURGLARY,42,M,3200    CARTER                       AV,33.9868,-118.4451
7309,201420023,2020-11-07,200,14,Pacific,480,BIKE - STOLEN,40,M,12700    PACIFIC                      AV,33.9993,-118.4397
7310,202109627,2020-01-01,1250,21,Topanga,354,THEFT OF IDENTITY,44,M,21200    ROSCOE                       BL,34.2234,-118.5932
7311,200311192,2020-05-11,1910,3,Southwest,210,ROBBERY,17,F,HOOVER                       ST,34.0074,-118.2872
7312,201419898,2020-10-31,530,14,Pacific,440,THEFT PLAIN - PETTY ($950 & UNDER),35,M,4300    LINCOLN                      BL,33.9846,-118.4428
7313,201611909,2020-08-12,1500,16,Foothill,664,"BUNCO, PETTY THEFT",20,F,10000    TUJUNGA CANYON               BL,34.2498,-118.2805
7314,201511115,2020-06-10,1720,15,N Hollywood,354,THEFT OF IDENTITY,30,M,11300    CAMARILLO                    ST,34.1577,-118.3771
7315,200110014,2020-01-15,1640,1,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),0,X,700 S  BROADWAY,34.0452,-118.2534
7316,200505574,2020-01-23,1200,5,Harbor,354,THEFT OF IDENTITY,34,F,1000 W  E                            ST,33.775,-118.2738
7317,200513078,2020-08-17,1030,5,Harbor,624,BATTERY - SIMPLE ASSAULT,25,M,1800 S  CRESCENT                     AV,33.7289,-118.2846
7318,200914717,2020-09-14,2100,9,Van Nuys,510,VEHICLE - STOLEN,0,nan,14300    SHERMAN                      WY,34.2012,-118.445
7319,202115798,2020-11-07,1000,21,Topanga,310,BURGLARY,75,F,6900    WINNETKA                     AV,34.1971,-118.5762
7320,202009864,2020-05-16,130,20,Olympic,330,BURGLARY FROM VEHICLE,36,M,2ND                          ST,34.0712,-118.3055
7321,201224236,2020-10-07,2300,12,77th Street,210,ROBBERY,69,F,4400 S  WESTERN                      AV,34.0033,-118.3089
7322,200113352,2020-05-30,115,1,Central,310,BURGLARY,0,F,8TH,34.0459,-118.2579
7323,200505806,2020-02-12,1130,5,Harbor,210,ROBBERY,55,F,190TH                        ST,33.8583,-118.2993
7324,201707809,2020-03-29,1,17,Devonshire,330,BURGLARY FROM VEHICLE,26,M,9100    COLLETT                      AV,34.2356,-118.484
7325,200509569,2020-05-17,1900,5,Harbor,900,VIOLATION OF COURT ORDER,7,M,1100 W  18TH                         ST,33.7279,-118.3012
7326,201005620,2020-02-05,1,10,West Valley,330,BURGLARY FROM VEHICLE,56,M,18100    SATICOY                      ST,34.2146,-118.5317
7327,201714408,2020-10-19,1130,17,Devonshire,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",39,F,18400    PRAIRIE                      ST,34.2442,-118.5362
7328,200409862,2020-06-16,2200,4,Hollenbeck,510,VEHICLE - STOLEN,0,nan,4300    MAYCREST                     AV,34.0942,-118.1613
7329,202107235,2020-03-11,1400,21,Topanga,440,THEFT PLAIN - PETTY ($950 & UNDER),50,F,21400    VICTORY                      BL,34.1884,-118.5975
7330,200320943,2020-11-26,920,3,Southwest,626,INTIMATE PARTNER - SIMPLE ASSAULT,34,F,800 W  42ND                         PL,34.0064,-118.2879
7331,201212439,2020-03-12,1000,12,77th Street,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,0,X,1700 W  45TH                         ST,34.0028,-118.3089
7332,202112708,2020-04-01,1200,21,Topanga,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0,M,19800    SHERMAN                      WY,34.201,-118.565
7333,200212800,2020-07-20,920,2,Rampart,900,VIOLATION OF COURT ORDER,30,F,1900    MIRAMAR                      ST,34.0632,-118.2694
7334,200509611,2020-05-17,1800,5,Harbor,648,ARSON,28,F,1100    256TH                        ST,33.7919,-118.2959
7335,202004731,2020-01-14,2230,20,Olympic,121,"RAPE, FORCIBLE",27,F,1100 S  VERMONT                      AV,34.0499,-118.2879
7336,200609972,2020-05-07,1,6,Hollywood,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),22,M,CHEROKEE,34.1016,-118.3348
7337,211704734,2020-12-08,1650,17,Devonshire,354,THEFT OF IDENTITY,50,M,17800    DEVONSHIRE                   ST,34.2576,-118.5212
7338,201712149,2020-07-25,1200,17,Devonshire,626,INTIMATE PARTNER - SIMPLE ASSAULT,78,F,22000    KINZIE                       ST,34.2486,-118.6083
7339,200408639,2020-05-08,1715,4,Hollenbeck,510,VEHICLE - STOLEN,0,nan,3500    UNION PACIFIC                AV,34.0166,-118.2028
7340,201909281,2020-04-30,348,19,Mission,310,BURGLARY,59,M,14800    DEVONSHIRE                   ST,34.2608,-118.4529
7341,200215073,2020-09-15,1550,2,Rampart,888,TRESPASSING,0,X,1200 W  8TH                          ST,34.0496,-118.2677
7342,201819101,2020-10-18,2240,18,Southeast,210,ROBBERY,37,F,1500 E  96TH                         ST,33.949,-118.2477
7343,200213072,2020-07-27,1608,2,Rampart,860,BATTERY WITH SEXUAL CONTACT,34,F,1100 W  6TH                          ST,34.0541,-118.2621
7344,200206469,2020-02-18,2130,2,Rampart,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",23,F,200    WITMER                       ST,34.061,-118.2615
7345,201709853,2020-06-09,1745,17,Devonshire,626,INTIMATE PARTNER - SIMPLE ASSAULT,63,M,8600    AMIGO                        AV,34.2264,-118.5383
7346,201304287,2020-01-06,1140,13,Newton,520,VEHICLE - ATTEMPT STOLEN,54,M,61ST                         ST,33.9842,-118.2783
7347,201709388,2020-05-23,936,17,Devonshire,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,X,19600    NORDHOFF                     ST,34.2355,-118.5602
7348,201011864,2020-08-08,2130,10,West Valley,210,ROBBERY,17,M,6300    WOODLEY                      AV,34.1822,-118.4836
7349,200805480,2020-02-02,2127,8,West LA,310,BURGLARY,32,F,2500    PATRICIA                     AV,34.043,-118.4173
7350,200211015,2020-06-06,800,2,Rampart,510,VEHICLE - STOLEN,0,nan,200 N  PARK VIEW                    ST,34.0698,-118.273
7351,201819842,2020-10-31,2300,18,Southeast,510,VEHICLE - STOLEN,0,nan,800 E  104TH                        ST,33.947,-118.2594
7352,202113768,2020-09-13,1215,21,Topanga,626,INTIMATE PARTNER - SIMPLE ASSAULT,26,F,20500 W  VENTURA                      BL,34.1685,-118.5777
7353,201609467,2020-05-18,1030,19,Mission,354,THEFT OF IDENTITY,46,M,15000    ROSCOE                       BL,34.2249,-118.4637
7354,202100944,2020-12-05,1600,21,Topanga,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),40,M,21500    CALIFA                       ST,34.1772,-118.6002
7355,210105847,2020-12-27,1500,1,Central,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",49,M,500 S  SPRING                       ST,34.0467,-118.252
